"","mutant_p_val","mutant_avg_log2FC","mutant_pct.1","mutant_pct.2","mutant_p_val_adj","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","max_pval","minimump_p_val","gene_ID"
"Chir04Ox-b25790.2",0,1.32544635656155,0.493,0.013,0,0,1.33143710173912,0.532,0.015,0,0,0,"Chir04Ox-b25790.2"
"Chir04Ox-b26410.2",0,1.19291031895588,0.172,0.001,0,0,1.13452026379135,0.188,0.001,0,0,0,"Chir04Ox-b26410.2"
"Chir04Ox-b26430.2",0,1.21933244391272,0.487,0.001,0,0,1.02120211018412,0.456,0.004,0,0,0,"Chir04Ox-b26430.2"
"Chir04Ox-b29610.2",0,0.59845974496568,0.243,0.006,0,0,0.531417180002055,0.251,0.008,0,0,0,"Chir04Ox-b29610.2"
"Chir05Ox-b02980.2",0,1.56318539647993,0.617,0.04,0,0,1.3434384695188,0.588,0.044,0,0,0,"Chir05Ox-b02980.2"
"Chir05Ox-b10320.2",0,2.10372234498971,0.175,0.001,0,0,2.83586785799269,0.202,0.002,0,0,0,"Chir05Ox-b10320.2"
"Chir05Ox-b10330.2",0,5.44960798636414,0.249,0.006,0,0,6.06200821817232,0.275,0.019,0,0,0,"Chir05Ox-b10330.2"
"Chir05Ox-b16400.2",0,1.02648376563709,0.688,0.006,0,0,1.13996484643682,0.71,0.009,0,0,0,"Chir05Ox-b16400.2"
"Chir05Ox-b26740.2",0,2.67991964740592,0.748,0.014,0,0,2.60773454038633,0.741,0.018,0,0,0,"Chir05Ox-b26740.2"
"Chir05Ox-b26750.2",0,0.820717224177804,0.484,0.004,0,0,0.820785438284359,0.498,0.006,0,0,0,"Chir05Ox-b26750.2"
"Chir06Ox-b01170.2",0,1.03817299655433,0.433,0.004,0,0,1.34909286516251,0.536,0.008,0,0,0,"Chir06Ox-b01170.2"
"Chir06Ox-b11490.2",0,0.845740829854321,0.451,0.013,0,0,0.827153905677921,0.494,0.013,0,0,0,"Chir06Ox-b11490.2"
"Chir06Ox-b26820.2",0,0.289754382519007,0.306,0.012,0,0,0.357010784262672,0.312,0.02,0,0,0,"Chir06Ox-b26820.2"
"Chir06Ox-b30590.2",0,0.564306115758236,0.258,0.004,0,0,0.659679024634131,0.262,0.006,0,0,0,"Chir06Ox-b30590.2"
"Chir06Ox-b35160.2",0,0.986102302050069,0.528,0.026,0,0,1.20328966177195,0.587,0.04,0,0,0,"Chir06Ox-b35160.2"
"Chir07Ox-b01700.2",0,1.16023270580496,0.267,0.01,0,0,1.43019177537633,0.312,0.015,0,0,0,"Chir07Ox-b01700.2"
"Chir07Ox-b09320.2",0,0.307519418416152,0.208,0.003,0,0,0.393699336839972,0.285,0.004,0,0,0,"Chir07Ox-b09320.2"
"Chir07Ox-b13560.2",0,1.07280856548402,0.605,0.031,0,0,0.988593366860661,0.667,0.028,0,0,0,"Chir07Ox-b13560.2"
"Chir07Ox-b16670.2",0,1.11763732687251,0.252,0.005,0,0,1.13285886599892,0.287,0.005,0,0,0,"Chir07Ox-b16670.2"
"Chir07Ox-b17280.2",0,0.59670979908296,0.412,0.029,0,0,0.559875430909599,0.424,0.03,0,0,0,"Chir07Ox-b17280.2"
"Chir07Ox-b17790.2",0,0.722676918819768,0.409,0.017,0,0,0.680039827345018,0.394,0.023,0,0,0,"Chir07Ox-b17790.2"
"Chir07Ox-b20280.2",0,0.51183382087041,0.267,0.002,0,0,0.495742114280058,0.273,0.003,0,0,0,"Chir07Ox-b20280.2"
"Chir07Ox-b20540.2",0,1.69184159971362,0.525,0.003,0,0,1.88192422378852,0.556,0.005,0,0,0,"Chir07Ox-b20540.2"
"Chir07Ox-b21080.2",0,1.21893063030743,0.338,0.003,0,0,1.02582316470174,0.329,0.005,0,0,0,"Chir07Ox-b21080.2"
"Chir07Ox-b21150.2",0,0.528939544093621,0.332,0.003,0,0,0.622643127718289,0.352,0.005,0,0,0,"Chir07Ox-b21150.2"
"Chir07Ox-b31070.2",0,2.39261118953891,0.208,0.001,0,0,1.24276081172849,0.188,0.002,0,0,0,"Chir07Ox-b31070.2"
"Chir07Ox-b33690.2",0,1.27692252589184,0.62,0.016,0,0,1.14088646713586,0.572,0.02,0,0,0,"Chir07Ox-b33690.2"
"Chir07Ox-b33740.2",0,0.906784035255706,0.522,0.003,0,0,1.2666406376852,0.668,0.006,0,0,0,"Chir07Ox-b33740.2"
"Chir07Ox-b33770.2",0,0.985643683646298,0.638,0.016,0,0,1.18397026541493,0.718,0.026,0,0,0,"Chir07Ox-b33770.2"
"Chir08Ox-b02120.2",0,0.506571080349136,0.306,0.01,0,0,0.44790107539846,0.285,0.013,0,0,0,"Chir08Ox-b02120.2"
"Chir08Ox-b05540.2",0,1.89942532031285,0.721,0.064,0,0,1.97124296520282,0.791,0.072,0,0,0,"Chir08Ox-b05540.2"
"Chir08Ox-b07900.2",0,0.612442601351362,0.22,0.006,0,0,0.583470449530883,0.184,0.008,0,0,0,"Chir08Ox-b07900.2"
"Chir08Ox-b21450.2",0,0.450136076036302,0.374,0.017,0,0,0.653821111170681,0.484,0.026,0,0,0,"Chir08Ox-b21450.2"
"Chir08Ox-b23440.2",0,0.996312751680526,0.68,0.059,0,0,1.16869548375419,0.737,0.086,0,0,0,"Chir08Ox-b23440.2"
"Chir08Ox-b24020.2",0,0.867329051909388,0.525,0.031,0,0,0.948002784350377,0.557,0.041,0,0,0,"Chir08Ox-b24020.2"
"Chir08Ox-b24660.2",0,0.277604322791537,0.172,0.002,0,0,0.355714333008398,0.181,0.006,0,0,0,"Chir08Ox-b24660.2"
"Chir08Ox-b26390.2",0,1.58160906138847,0.513,0.005,0,0,1.56072230836389,0.509,0.008,0,0,0,"Chir08Ox-b26390.2"
"Chir08Ox-b30210.2",0,0.470597561919837,0.377,0.012,0,0,0.596069625079699,0.472,0.02,0,0,0,"Chir08Ox-b30210.2"
"Chir07Ox-b20270.2",0,0.285694311727424,0.172,0.001,0,0,0.329949332510672,0.185,0.001,0,0,0,"Chir07Ox-b20270.2"
"Chir08Ox-b07070.2",0,0.628182505858057,0.214,0.001,0,0,0.283371238268301,0.135,0.001,0,0,0,"Chir08Ox-b07070.2"
"Chir08Ox-b18300.2",0,0.453834977399067,0.16,0,0,0,0.402018251414488,0.107,0.001,0,0,0,"Chir08Ox-b18300.2"
"Chir07Ox-b30280.2",5.85168324758007e-307,0.526766846135335,0.101,0.001,1.15705332854401e-302,0,0.451402335454791,0.117,0.001,0,5.85168324758007e-307,0,"Chir07Ox-b30280.2"
"Chir06Ox-b04490.2",1.09673643773407e-289,0.722734197357846,0.507,0.05,2.16857695833157e-285,0,0.782873290512787,0.568,0.074,0,1.09673643773407e-289,0,"Chir06Ox-b04490.2"
"Chir03Ox-b00340.2",9.29418969997252e-283,0.366360296492278,0.288,0.015,1.83774012937557e-278,0,0.459765886568256,0.355,0.02,0,9.29418969997252e-283,0,"Chir03Ox-b00340.2"
"Chir07Ox-b08280.2",1.60931557794118e-267,0.348395423786295,0.27,0.014,3.18209969226309e-263,0,0.3503862766498,0.275,0.013,0,1.60931557794118e-267,0,"Chir07Ox-b08280.2"
"Chir05Ox-b22900.2",3.44989555780828e-250,1.74083638692854,0.104,0.001,6.82147848645431e-246,0,0.80838176837324,0.1,0.001,0,3.44989555780828e-250,0,"Chir05Ox-b22900.2"
"Chir05Ox-b23900.2",1.98766871397593e-241,0.342221199277327,0.136,0.003,3.93021734814461e-237,0,0.25450383115587,0.147,0.004,0,1.98766871397593e-241,0,"Chir05Ox-b23900.2"
"Chir08Ox-b11190.2",8.95444376927327e-233,0.654445993021143,0.228,0.011,1.7705621664984e-228,0,0.870286129040031,0.239,0.013,0,8.95444376927327e-233,0,"Chir08Ox-b11190.2"
"Chir04Ox-b11570.2",2.61561566376708e-218,1.30821118150077,0.273,0.018,5.17185685196665e-214,0,1.37236914383258,0.302,0.016,0,2.61561566376708e-218,0,"Chir04Ox-b11570.2"
"Chir04Ox-b28190.2",3.05255078092304e-203,1.13674146344403,0.522,0.075,6.03580865911912e-199,0,1.14408836509963,0.564,0.091,0,3.05255078092304e-203,0,"Chir04Ox-b28190.2"
"Chir06Ox-b20470.2",3.02872716127524e-198,0.774525918696926,0.51,0.075,5.98870221598954e-194,0,0.682740132874424,0.476,0.085,0,3.02872716127524e-198,0,"Chir06Ox-b20470.2"
"Chir07Ox-b13120.2",2.05200773252908e-195,0.707420585825234,0.401,0.045,4.05743488952975e-191,0,0.617163831426573,0.395,0.045,0,2.05200773252908e-195,0,"Chir07Ox-b13120.2"
"Chir08Ox-b28560.2",8.32751684597354e-191,2.07808205278291,0.472,0.065,1.64659990595435e-186,0,1.96291922124637,0.474,0.063,0,8.32751684597354e-191,0,"Chir08Ox-b28560.2"
"Chir01Ox-b21770.2",4.05150637776854e-180,0.377484309245091,0.279,0.023,8.01104356076174e-176,0,0.476027367513019,0.332,0.031,0,4.05150637776854e-180,0,"Chir01Ox-b21770.2"
"Chir08Ox-b24030.2",2.05443641773298e-169,0.640042514934317,0.496,0.081,4.06223712878342e-165,0,0.589971978584492,0.474,0.081,0,2.05443641773298e-169,0,"Chir08Ox-b24030.2"
"Chir05Ox-b18880.2",3.28521269151443e-163,0.50574656994602,0.412,0.057,6.49585105493149e-159,0,0.546428531148848,0.472,0.067,0,3.28521269151443e-163,0,"Chir05Ox-b18880.2"
"Chir08Ox-b25200.2",3.3245885035868e-160,1.07936316036525,0.398,0.054,6.57370884814218e-156,0,1.10376903504535,0.364,0.047,0,3.3245885035868e-160,0,"Chir08Ox-b25200.2"
"Chir08Ox-b09660.2",3.73686366274907e-151,0.59418320718333,0.323,0.037,7.38890052035374e-147,0,0.976089001792815,0.443,0.053,0,3.73686366274907e-151,0,"Chir08Ox-b09660.2"
"Chir08Ox-b27800.2",6.89959985273761e-145,1.74718009968995,0.418,0.067,1.36425787888181e-140,0,1.99377332121572,0.448,0.075,0,6.89959985273761e-145,0,"Chir08Ox-b27800.2"
"Chir04Ox-b23210.2",5.48186221128311e-142,0.723168999893202,0.389,0.058,1.08392861503701e-137,0,0.69737306802575,0.381,0.032,0,5.48186221128311e-142,0,"Chir04Ox-b23210.2"
"Chir02Ox-b13540.2",3.40378277843047e-134,0.328836540763289,0.306,0.037,6.73029968779056e-130,0,0.395468593814152,0.362,0.046,0,3.40378277843047e-134,0,"Chir02Ox-b13540.2"
"Chir07Ox-b21070.2",1.10307752677777e-143,0.644256370232682,0.457,0.077,2.18111519369768e-139,8.70255705317132e-305,0.742428968874237,0.479,0.084,1.72075660612356e-300,1.10307752677777e-143,1.74051141063422e-304,"Chir07Ox-b21070.2"
"Chir08Ox-b28100.2",7.75453237982554e-131,0.569512236754822,0.424,0.076,1.5333036874629e-126,1.03147843975463e-302,0.567915211157581,0.444,0.077,2.03954231892682e-298,7.75453237982554e-131,2.06295687950925e-302,"Chir08Ox-b28100.2"
"Chir08Ox-b24740.2",2.68112152024412e-104,0.449700460135135,0.377,0.071,5.30138158197871e-100,6.24990529635451e-301,0.623019289948745,0.487,0.092,1.23579377424818e-296,2.68112152024412e-104,1.24998105927082e-300,"Chir08Ox-b24740.2"
"Chir03Ox-b11620.2",1.12995604516503e-245,0.471728169211307,0.303,0.02,2.23426208810481e-241,3.69149856319144e-291,0.316570168998092,0.259,0.025,7.29920010899844e-287,1.12995604516503e-245,7.38299712638246e-291,"Chir03Ox-b11620.2"
"Chir06Ox-b24950.2",4.7164027366512e-169,0.38006993199167,0.315,0.032,9.32574313118042e-165,1.15160831498101e-288,0.422598311660439,0.335,0.044,2.27707512121196e-284,4.7164027366512e-169,2.30321662996177e-288,"Chir06Ox-b24950.2"
"Chir05Ox-b02860.2",4.80819014890245e-216,0.377019196566205,0.318,0.025,9.50723438142481e-212,8.13128764261665e-288,0.29500181120377,0.255,0.025,1.60779950557459e-283,4.80819014890245e-216,1.62625752852318e-287,"Chir05Ox-b02860.2"
"Chir01Ox-b25810.2",5.94347680513601e-218,0.662207639370194,0.448,0.051,1.17520366867954e-213,2.11873456796352e-284,0.49840585981298,0.398,0.063,4.18937386123427e-280,5.94347680513601e-218,4.23746913592692e-284,"Chir01Ox-b25810.2"
"Chir04Ox-b27520.2",1.0787856185868e-120,0.252652067139164,0.237,0.025,2.13308280363168e-116,2.22033960538927e-280,0.317159466160145,0.254,0.025,4.3902775017362e-276,1.0787856185868e-120,4.44067921077814e-280,"Chir04Ox-b27520.2"
"Chir02Ox-b27180.2",2.11452347943723e-200,0.573089019071179,0.113,0.002,4.18104727589124e-196,5.62874918236946e-279,0.400327980466213,0.103,0.003,1.11297257582991e-274,2.11452347943723e-200,1.12574983647388e-278,"Chir02Ox-b27180.2"
"Chir01Ox-b20930.2",1.49253542606587e-114,0.327661770565285,0.16,0.012,2.95119029796005e-110,4.77450959153076e-262,0.523902268690099,0.213,0.019,9.44063781533378e-258,1.49253542606587e-114,9.5490191830608e-262,"Chir01Ox-b20930.2"
"Chir02Ox-b17520.2",3.99255091936343e-103,0.296333189717694,0.261,0.035,7.89447093285731e-99,5.3228658177093e-258,0.291253790564234,0.286,0.035,1.05249025813566e-253,3.99255091936343e-103,1.06457316354184e-257,"Chir02Ox-b17520.2"
"Chir02Ox-b15130.2",8.4208043438567e-55,0.34630962334614,0.27,0.063,1.66504564291078e-50,1.07954896513295e-243,0.514515333273906,0.421,0.082,2.13459216875738e-239,8.4208043438567e-55,2.15909793026576e-243,"Chir02Ox-b15130.2"
"Chir05Ox-b04970.2",3.65457216836478e-238,0.481215515051887,0.252,0.014,7.22618554850768e-234,6.68821002167983e-181,0.344721349954615,0.166,0.017,1.32245976758675e-176,6.68821002167983e-181,7.30914433672945e-238,"Chir05Ox-b04970.2"
"Chir03Ox-b09330.2",1.36177671507121e-142,0.594573837023217,0.338,0.043,2.6926410987103e-138,1.66541047955966e-230,0.521015563757285,0.325,0.05,3.29301614123331e-226,1.36177671507121e-142,3.33082095911918e-230,"Chir03Ox-b09330.2"
"Chir01Ox-b35010.2",2.12641165122561e-95,0.287844924063173,0.231,0.03,4.2045537579684e-91,1.09394136360977e-193,0.264568833816012,0.22,0.027,2.16305025826561e-189,2.12641165122561e-95,2.1878827272196e-193,"Chir01Ox-b35010.2"
"Chir07Ox-b03620.2",1.56996087203355e-82,0.483543161784376,0.338,0.068,3.10428363227194e-78,3.89705675859692e-187,0.548899107475346,0.344,0.067,7.70565032877369e-183,1.56996087203355e-82,7.79411351719365e-187,"Chir07Ox-b03620.2"
"Chir04Ox-b22600.2",6.50467761221831e-30,0.257132269052449,0.208,0.06,1.28616990426393e-25,8.89895015413084e-178,0.432272699101926,0.283,0.049,1.75958941397629e-173,6.50467761221831e-30,1.77979003082613e-177,"Chir04Ox-b22600.2"
"Chir01Ox-b27060.2",9.18388958494138e-106,0.303027181888728,0.312,0.048,1.81593048763046e-101,5.13846453577397e-176,0.3018377995533,0.304,0.056,1.01602859265859e-171,9.18388958494138e-106,1.0276929071548e-175,"Chir01Ox-b27060.2"
"Chir08Ox-b08540.2",1.296920876773e-84,0.484572621119082,0.353,0.072,2.56440164964326e-80,6.01412911277418e-174,0.373290008135074,0.331,0.064,1.18917374946884e-169,1.296920876773e-84,1.20282582255481e-173,"Chir08Ox-b08540.2"
"Chir08Ox-b27840.2",4.19177686350833e-145,0.361847532013443,0.323,0.038,8.28840039221501e-141,1.70484311405434e-170,0.331602749146051,0.278,0.047,3.37098628941964e-166,4.19177686350833e-145,3.40968622810874e-170,"Chir08Ox-b27840.2"
"Chir02Ox-b23140.2",1.86784093670108e-52,0.296274948348247,0.202,0.038,3.69328188413904e-48,5.80529319962804e-167,0.344900655631766,0.227,0.033,1.14788062436245e-162,1.86784093670108e-52,1.16105863992561e-166,"Chir02Ox-b23140.2"
"Chir04Ox-b27110.2",5.97840065948998e-99,0.592477113096837,0.353,0.064,1.18210916240095e-94,2.50634598016764e-163,0.498652952098915,0.296,0.056,4.95579790658547e-159,5.97840065948998e-99,5.0126919603353e-163,"Chir04Ox-b27110.2"
"Chir01Ox-b00670.2",7.80478224133316e-98,0.371564693317566,0.151,0.012,1.54323959257881e-93,1.99059772564696e-156,0.302136973901479,0.132,0.012,3.93600888292174e-152,7.80478224133316e-98,3.98119545129403e-156,"Chir01Ox-b00670.2"
"Chir06Ox-b13540.2",1.39519325350303e-30,0.862878856134483,0.237,0.074,2.75871562015154e-26,4.12042507257137e-154,1.19141695833168,0.333,0.075,8.14731649599537e-150,1.39519325350303e-30,8.24085014514287e-154,"Chir06Ox-b13540.2"
"Chir05Ox-b19440.2",7.18981619410169e-66,0.521958466260268,0.22,0.037,1.42164235605973e-61,1.26006412456762e-145,0.466565424557891,0.202,0.031,2.49152479350755e-141,7.18981619410169e-66,2.52012824913518e-145,"Chir05Ox-b19440.2"
"Chir02Ox-b02280.2",2.80412269723798e-95,0.337821057841569,0.226,0.028,5.54459180924866e-91,2.44078791438363e-145,0.342550042368051,0.225,0.037,4.82616994311075e-141,2.80412269723798e-95,4.88157582876717e-145,"Chir02Ox-b02280.2"
"Chir02Ox-b16950.2",3.10402493119098e-57,0.53119850670244,0.294,0.071,6.13758849644393e-53,9.5423991071814e-144,0.690306293285923,0.37,0.093,1.88681857546298e-139,3.10402493119098e-57,1.90847982143627e-143,"Chir02Ox-b16950.2"
"Chir05Ox-b22400.2",2.93567231405003e-63,0.347450631913081,0.309,0.068,5.80470486657112e-59,3.97567438782474e-141,0.429536958239374,0.324,0.072,7.86110096704585e-137,2.93567231405003e-63,7.95134877564965e-141,"Chir05Ox-b22400.2"
"Chir02Ox-b12400.2",3.77851501984775e-44,0.380358257883149,0.294,0.083,7.47125774874495e-40,6.38200227807369e-129,0.496675675278868,0.339,0.085,1.26191331044351e-124,3.77851501984775e-44,1.27640045561475e-128,"Chir02Ox-b12400.2"
"Chir04Ox-b09280.2",9.53593601529761e-65,0.367146187010181,0.279,0.059,1.8855406283048e-60,9.63126156140178e-126,0.355807196651598,0.291,0.068,1.90438934853597e-121,9.53593601529761e-65,1.92625231228038e-125,"Chir04Ox-b09280.2"
"Chir07Ox-b34110.2",3.88878329101611e-83,0.359283192280183,0.154,0.015,7.68929120132615e-79,9.03860670087086e-120,0.322117667097023,0.138,0.017,1.7872037029632e-115,3.88878329101611e-83,1.80772134017418e-119,"Chir07Ox-b34110.2"
"Chir05Ox-b16370.2",4.37195595319203e-119,0.387906393482988,0.169,0.013,8.6446685062466e-115,1.18292541413112e-96,0.302425947529745,0.119,0.016,2.33899842136146e-92,1.18292541413112e-96,8.74391190638386e-119,"Chir05Ox-b16370.2"
"Chir04Ox-b25120.2",9.70541010366129e-116,0.435672855857879,0.261,0.031,1.91905073979695e-111,5.11720447078941e-112,0.274017939849317,0.212,0.04,1.01182484000919e-107,5.11720447078941e-112,1.9410820207323e-115,"Chir04Ox-b25120.2"
"Chir02Ox-b16360.2",1.90658098439603e-30,0.691359842242231,0.231,0.073,3.76988258044627e-26,1.23206669893572e-105,0.976448467282471,0.271,0.07,2.43616548380559e-101,1.90658098439603e-30,2.4641333978714e-105,"Chir02Ox-b16360.2"
"Chir04Ox-b20710.2",2.74218008193686e-43,0.386111766021098,0.279,0.077,5.42211267601375e-39,7.48508676179749e-105,0.335952147969314,0.301,0.078,1.48002620541022e-100,2.74218008193686e-43,1.49701735235948e-104,"Chir04Ox-b20710.2"
"Chir02Ox-b04110.2",3.94387570863989e-43,0.326000969846001,0.154,0.027,7.79822543869365e-39,3.5959927413634e-97,0.441341416445898,0.167,0.03,7.11035644749785e-93,3.94387570863989e-43,7.19198548272676e-97,"Chir02Ox-b04110.2"
"Chir04Ox-b04120.2",2.5085863091739e-48,0.277619831621493,0.237,0.054,4.96022770912956e-44,7.99901974138406e-86,0.26812420179787,0.275,0.08,1.58164617346387e-81,2.5085863091739e-48,1.5998039482768e-85,"Chir04Ox-b04120.2"
"Chir07Ox-b14870.2",5.2564006935229e-49,0.589155160412218,0.261,0.064,1.03934810913028e-44,4.86508433894665e-84,0.602668347111074,0.275,0.079,9.61973126339921e-80,5.2564006935229e-49,9.73016867789343e-84,"Chir07Ox-b14870.2"
"Chir03Ox-b00110.2",1.10716304651552e-29,0.67790454616421,0.134,0.028,2.18919349187515e-25,5.85044861849657e-79,0.758446000008979,0.174,0.038,1.15680920533533e-74,1.10716304651552e-29,1.17008972369933e-78,"Chir03Ox-b00110.2"
"Chir04Ox-b21780.2",1.03938401828561e-32,0.255541423068988,0.288,0.098,2.05517401935613e-28,2.65771532886477e-76,0.283239082168146,0.297,0.098,5.25510051976432e-72,1.03938401828561e-32,5.31543065772957e-76,"Chir04Ox-b21780.2"
"Chir01Ox-b20860.2",1.68401604255758e-42,0.419349345509257,0.211,0.049,3.3298049209491e-38,1.53207334478473e-71,0.439302781778279,0.217,0.06,3.02936862464285e-67,1.68401604255758e-42,3.06414668956946e-71,"Chir01Ox-b20860.2"
"Chir01Ox-b27170.2",6.8175441683894e-39,0.567237667641415,0.231,0.059,1.34803300841564e-34,3.82414311451444e-64,0.582586859413019,0.231,0.069,7.5614781803294e-60,6.8175441683894e-39,7.64828622902878e-64,"Chir01Ox-b27170.2"
"Chir07Ox-b09080.2",1.19323399921594e-08,0.256867582677517,0.181,0.097,0.000235938158664967,5.45194426486812e-54,0.396935812861,0.258,0.097,1.07801293949237e-49,1.19323399921594e-08,1.09038885297362e-53,"Chir07Ox-b09080.2"
"Chir01Ox-b14900.2",6.65077171847686e-51,0.303876744614577,0.163,0.026,1.31505709189443e-46,1.28673098374847e-39,0.336590010957171,0.177,0.061,2.54425317416584e-35,1.28673098374847e-39,1.33015434369538e-50,"Chir01Ox-b14900.2"
"Chir06Ox-b13450.2",1.25135006369211e-44,1.29001263027659,0.163,0.03,2.4742944809384e-40,2.68458412285877e-50,1.37835712116401,0.148,0.039,5.30822818612865e-46,1.25135006369211e-44,5.36916824571754e-50,"Chir06Ox-b13450.2"
"Chir05Ox-b27330.2",1.33173741534329e-49,0.323706870206165,0.306,0.084,2.6332443913583e-45,7.00314937757256e-44,0.252416649721193,0.232,0.088,1.38473272642742e-39,7.00314937757256e-44,2.66347483068659e-49,"Chir05Ox-b27330.2"
"Chir08Ox-b29470.2",2.00263915394379e-31,0.467810995149162,0.178,0.045,3.95981839909305e-27,5.19073486802333e-49,0.37903211724286,0.165,0.047,1.02636400545425e-44,2.00263915394379e-31,1.03814697360467e-48,"Chir08Ox-b29470.2"
"Chir04Ox-b28170.2",4.43619317722384e-45,0.285578050972095,0.151,0.025,8.77168476932469e-41,4.0382483349778e-45,0.266257086341782,0.151,0.043,7.9848284327516e-41,4.43619317722384e-45,8.07649666995558e-45,"Chir04Ox-b28170.2"
"Chir03Ox-b32570.2",3.48864284398313e-26,0.361843259062441,0.169,0.046,6.89809349540784e-22,3.25907345840415e-44,0.282195588544617,0.132,0.035,6.44416594930253e-40,3.48864284398313e-26,6.51814691680832e-44,"Chir03Ox-b32570.2"
"Chir05Ox-b28350.2",4.37918443622567e-25,0.572122244889404,0.211,0.07,8.65896138574901e-21,3.78971363810675e-39,0.575035659324861,0.165,0.055,7.49340077662848e-35,4.37918443622567e-25,7.57942727621353e-39,"Chir05Ox-b28350.2"
"Chir06Ox-b26800.2",2.91771431926892e-21,0.653117711473524,0.243,0.092,5.76919652349044e-17,5.36204181575876e-38,0.680111798381507,0.235,0.094,1.06023652822998e-33,2.91771431926892e-21,1.07240836315176e-37,"Chir06Ox-b26800.2"
"Chir05Ox-b03560.2",7.44027828115615e-13,0.33910704832854,0.125,0.045,1.47116622453301e-08,3.9660841457124e-36,0.488802949098868,0.121,0.035,7.84213818131713e-32,7.44027828115615e-13,7.93216829142487e-36,"Chir05Ox-b03560.2"
"Chir01Ox-b22640.2",1.80995273214005e-17,0.361084645084963,0.24,0.1,3.57881953726051e-13,4.07274125065319e-35,0.636526991624397,0.223,0.092,8.05303127491656e-31,1.80995273214005e-17,8.14548250130642e-35,"Chir01Ox-b22640.2"
"Chir03Ox-b30730.2",2.33929713292767e-26,0.425808366215393,0.226,0.075,4.62549222093788e-22,3.94768801362077e-15,0.367306990451098,0.155,0.079,7.80576350933235e-11,3.94768801362077e-15,4.67859426585534e-26,"Chir03Ox-b30730.2"
"Chir03Ox-b22100.2",2.55215014513138e-15,0.773492428954963,0.142,0.049,5.04636648196829e-11,5.83380717281689e-12,0.693861866203209,0.101,0.047,1.15351869228108e-07,5.83380717281689e-12,5.10430029026279e-15,"Chir03Ox-b22100.2"
